title_1,abstract_1,subcategory_1,subsubcategory_1,title_2,abstract_2,subcategory_2,subsubcategory_2,label
Nonlinear coupling of flow harmonics in heavy-ion collisions,"Anisotropic flow coefficients beyond triangular flow receive important contributions from lower-order harmonics through nonlinear coupling. We present a theoretical framework which allows one to quantify the contribution induced by such nonlinear couplings to any flow harmonic of any order. We show the effectiveness of this formalism through an application to hexagonal flow, $V_6$. We study, in particular, the coupling of $V_6$ to triangular flow, $V_3$, in Pb+Pb collisions at $~\sqrt[]{s}=2.76$ TeV, using both Large Hadron Collider data and event-by-event hydrodynamic calculations.",nucl,nucl-ex,Pauli resonance states in light nuclei: how they appear and how they can be eliminated,"Systematic analysis of parameters and properties of the Pauli resonance states are performed for light nuclei $^{6}$Li, $^{7}$Li, $^{8}$Be, $^{9}$Be and $^{10}$B, which are treated as two-cluster systems. The Pauli resonance states are redundant solutions of the resonating group method appearing when one try use more advanced description of the internal structure of interacting clusters. Our calculations are performed in a standard and advanced versions of the resonating group method. The standard version employs wave functions of many-particle shell model to describe internal motion of nucleons within each cluster. The advanced version is based on three-cluster resonating group method. As in the standard version, the internal wave functions of three clusters are approximated by wave functions of many-particle shell model model. However, in advanced version one of pair of clusters forms a bound state, and third cluster is considered to interact with such state. It is found that the Pauli resonance states in nuclei under consideration have energy between 11 and 46 MeV, and their widths vary from 8 keV to 6.7 MeV. Analysis of wave functions of Pauli resonance states and matrix elements of norm kernel allowed us to formulate an effective method for eliminating Pauli resonance states. It is demonstrated that this method effectively eliminate all determined the Pauli resonance states.",nucl,nucl-th,0
Interacting spin-orbit-coupled spin-1 Bose-Einstein condensates,"The recent experimental realization of spin-orbit (SO) coupling for spin-1 ultracold atoms opens an interesting avenue for exploring SO-coupling-related physics in large-spin systems, which is generally unattainable in electronic materials. In this paper, we study the effects of interactions between atoms on the ground states and collective excitations of SO-coupled spin-1 Bose-Einstein condensates (BECs) in the presence of a spin-tensor potential. We find that ferromagnetic interaction between atoms can induce a stripe phase exhibiting in-phase or out-of-phase modulating patterns between spin-tensor and zero-spin-component density waves. We characterize the phase transitions between different phases using the spin-tensor density as well as the collective dipole motion of the BEC. We show that there exists a double maxon-roton structure in the Bogoliubov-excitation spectrum, attributed to the three band minima of the SO-coupled spin-1 BEC.",cond-mat,cond-mat.quant-gas,Intrinsic and dislocation induced elastic behavior of solid helium,"Recent experiments showed that the shear modulus of solid 4He stiffens in the same temperature range (below 200 mK) where mass decoupling and supersolidity have been inferred from torsional oscillator measurements. The two phenomena are clearly related and crystal defects, particularly dislocations, appear to be involved in both. We have studied the effects of annealing and the effects of applying large stresses on the elastic properties of solid 4He, using both acoustic resonances and direct low-frequency and low-amplitude measurements of the shear modulus. Both annealing and stressing affect the shear modulus, as expected if dislocations are responsible. However, it is the high temperature modulus which is affected; the low temperature behavior is unchanged and appears to reflect the intrinsic modulus of solid helium. We interpret this behavior in terms of dislocations which are pinned by isotopic 3He impurities at low temperatures and so have no effect on the shear modulus. At higher temperatures they become mobile and weaken the solid. Stressing the crystal at low temperatures appears to introduce new defects or additional pinning sites for the dislocation network but these effects can be reversed by heating the crystal above 500 mK. This is in contrast to dislocations produced during crystal growth, which are only annealed at temperatures close to melting.",cond-mat,cond-mat.other,0
On the relationship of coastal tropical rainfall and the large-scale atmosphere,"Rainfall in coastal areas of the tropics is often shaped by the presence of circulations directly associated with the topography, such as land-sea and/or mountain-valley breezes. In many regions the coastally-affected rainfall consitutes more than half of the overall rainfall received. Weather and climate models with parametrized convection produce large errors in rainfall in tropical coastal regions, most commonly underestimating rainfall over land and overestimating it over the ocean. Building on an algorithm to objectively identify rainfall that is associated with land-sea interaction we investigate whether the relationship between rainfall in coastal regions and the large-scale atmosphere differs from that over the open ocean or over inland areas. We combine 3-hourly satellite estimates of rainfall with estimates of the large-scale atmospheric state from reanalyses. We find that when grouped by rainfall intensity, medium-intensity coastal rainfall in the tropics occurs in more stable conditions and drier atmospheres and is associated with less large-scale convergence than its open-ocean and inland counterparts. Overall, the dependence of the amount of rainfall on the large-scale state is significantly weaker when the rainfall is coastally influenced. Our findings indicate that the representation of convection in weather and climate models must cater for the special character of the large-to-small scale relationship near coasts rather than rely on a common set of rules across the globe.",physics,physics.ao-ph,"Foundry manufacturing of tight-confinement, dispersion-engineered, ultralow-loss silicon nitride photonic integrated circuit","The foundry development of integrated photonics has revolutionized today's optical interconnect and datacenters. Over the last decade, we have witnessed the rising of silicon nitride (Si$_3$N$_4$) integrated photonics, which is currently transferring from laboratory research to foundry manufacturing. The development and transition are triggered by the ultimate need of low optical loss offered by Si$_3$N$_4$, which is beyond the reach of silicon and III-V semiconductors. Combined with modest Kerr nonlinearity, tight optical confinement and dispersion engineering, Si$_3$N$_4$ has today become the leading platform for linear and Kerr nonlinear photonics, and has enabled chip-scale lasers featuring ultralow noise on par with table-top fiber lasers. However, so far all the reported fabrication processes of tight-confinement, dispersion-engineered Si$_3$N$_4$ photonic integrated circuit (PIC) with optical loss down to few dB/m have only been developed on 4-inch or smaller wafers. Yet, to transfer these processes to established CMOS foundries that typically operate 6-inch or even larger wafers, challenges remain. In this work, we demonstrate the first foundry-standard fabrication process of Si$_3$N$_4$ PIC with only 2.6 dB/m loss, thickness above 800 nm, and near 100% fabrication yield on 6-inch wafers. Such thick and ultralow-loss Si$_3$N$_4$ PIC enables low-threshold generation of soliton frequency combs. Merging with advanced heterogeneous integration, active ultralow-loss Si$_3$N$_4$ integrated photonics could pave an avenue to addressing future demands in our increasingly information-driven society.",physics,physics.app-ph,0
The Most General Propagator in Quantum Field Theory,"One of the most important mathematical tools necessary for Quantum Field Theory calculations is the field propagator. Applications are always done in terms of plane waves and although this has furnished many magnificent results, one may still be allowed to wonder what is the form of the most general propagator that can be written. In the present paper, by exploiting what is called polar form, we find the most general propagator in the case of spinors, whether regular or singular, and we give a general discussion in the case of vectors.",hep,hep-th,Screening in Hot SU(2) Gauge Theory and Propagators in 3d Adjoint Higgs model,"We investigate the large distance behavior of the electric and magnetic propagators of hot SU(2) gauge theory in different gauges using lattice simulations of the full 4d theory and the effective, dimensionally reduced 3d theory. A comparison of the 3d and 4d data for the propagators suggests that dimensional reduction works surprisingly well down to temperatures T=2 T_c. A detailed study of the volume dependence of magnetic propagators is performed. The electric propagators show exponential decay at large distances in all gauges considered and a possible gauge dependence of the electric screening mass turns out to be statistically insignificant.",hep,hep-lat,0
Classical Inflationary and Ekpyrotic Universes in the No-Boundary Wavefunction,"This paper investigates the manner in which classical universes are obtained in the no-boundary quantum state. In this context, universes can be characterised as classical (in a WKB sense) when the wavefunction is highly oscillatory, i.e. when the ratio of the change in the amplitude of the wavefunction becomes small compared to the change in the phase. In the presence of a positive or negative exponential potential, the WKB condition is satisfied in proportion to a factor $e^{-(\epsilon - 3)N/(\epsilon -1)},$ where $\epsilon$ is the (constant) slow-roll/fast-roll parameter and $N$ designates the number of e-folds. Thus classicality is reached exponentially fast in $N$, but only when $\epsilon < 1$ (inflation) or $\epsilon > 3$ (ekpyrosis). Furthermore, when the potential switches off and the ekpyrotic phase goes over into a phase of kinetic domination, the level of classicality obtained up to that point is preserved. Similar results are obtained in a cyclic potential, where a dark energy plateau is added. Finally, for a potential of the form $-\phi^n$ (with $n=4,6,8$), where the classical solution becomes increasingly kinetic-dominated, there is an initial burst of classicalisation which then quickly levels off. These results demonstrate that inflation and ekpyrosis, which are the only dynamical mechanisms known for smoothing the universe, share the perhaps even more fundamental property of rendering space and time classical in the first place.",astro-ph,astro-ph.CO,X-ray quasi-periodic oscillations in Lense--Thirring precession model - I. variability of relativistic continuum,"We develop a Monte-Carlo code to compute the Compton scattered X-ray flux arising from a hot inner flow which undergoes Lense-Thirring precession. The hot flow intercepts seed photons from an outer truncated thin disk. A fraction of the Comptonized photons will illuminate back the disk and the reflected/reprocessed photons will contribute to the observed spectrum. The total spectrum, including disk thermal emission, hot flow Comptonization, and disk reflection, is modelled within the framework of general relativity, taking light-bending and gravitational redshift into account. The simulations are performed in the context of the Lense-Thirring precession model for the low-frequency quasi-periodic oscillations, so the inner flow is assumed to precess, leading to periodic modulation of the emitted radiation. In this work, we concentrate on the energy-dependent X-ray variability of the model and, in particular, on the evolution of the variability during the spectral transition from hard to soft state, which is implemented by the decrease of the truncation radius of the outer disk towards Innermost Stable Circular Orbit (ISCO). In the hard state where the Comptonizing flow is geometrically thick, the Comptonization is weakly variable with the fractional variability amplitude of $\leq$10\%; in the soft state where the Comptonizing flow is cooled down and thus becomes geometrically thin, and the fractional variability of the Comptonization is highly variable, increasing with photon energy. The fractional variability of the reflection increases with energy, and the reflection emission for low spin is counterintuitively more variable than the one for high spin.",astro-ph,astro-ph.HE,0
Dynamics of Darwinian versus Baldwinian versus Lamarckian evolution,"In recent years, studies in epigenetic inheritance in biological systems as well as studies on evolution in non-biological systems e.g., machine learning and robotics, have reopened the discussion of non-Darwinian methods of evolutionary optimization. In this paper, the three most prominent classical evolutionary strategies Lamarckian, Darwinian, and Baldwinian are implemented and compared in an agent-based simulation. The dynamics of optimization and learning are studied in constant as well as in dynamic environments, both as single evolutionary strategy populations and as mixed evolutionary strategy populations. The three different agent types are implemented as simple objects that need to gather resources to replicate. The agent fitness is defined through a bitstring match between the agent and the environment and to replicate each agent needs to gather sufficient resources. To make a fair comparison between the three different evolutionary methods, we can assume that both the ability to learn within an individual's lifetime and the learning process itself require additional resources compared to an evolutionary process without lifetime learning. When all three strategies coexist and we vary the replication costs for the different strategies we find the following general pattern: The evolutionary advantage decreases for Lamarckian and Baldwinian strategies as their learning costs increase and/or as their relative replication costs increase compared to the Darwinian strategies, and in most situations the Baldwinian strategy performs in between the Darwinian and Lamarckian strategies. Finally, as our investigations emphasize the superiority of the Lamarckian strategy in most cases with low learning cost, it is interesting to note that a corresponding biological inheritance mechanism did not evolve, while the Lamarckian strategy is currently extensively used in technology applications.",nlin,nlin.AO,Topological Valley Hall Edge State Lasing,"Topological lasers based on topologically protected edge states offer unique features and enhanced robustness of operation in comparison with conventional lasers, even in the presence of disorder, edge deformation, and localized defects. Here we propose a new class of topological lasers arising from the valley Hall edge states, which does not require external magnetic fields or dynamical modulations of the device parameters. Specifically, topological lasing occurs at domain walls between two honeycomb waveguide arrays with broken spatial inversion symmetry. Two types of valley Hall edge lasing modes are found by shaping the gain landscape along the domain walls. In the presence of uniform losses and two-photon absorption, lasing in edge states results in the formation of stable nonlinear dissipative excitations localized on the edge of the structure, even if it has complex geometry and even if it is finite. Robustness of lasing states is demonstrated in both periodic and finite structures, where such states can circumvent sharp corners without scattering loss or radiation into the bulk. The photonic structure and mechanism proposed here for topological lasing is fundamentally different from those previously demonstrated topological lasers and can be used for fabrication of practical topological lasers of various geometries.",nlin,nlin.PS,0
Nondecay probability of a metastable state: almost exact analytical description in wide range of noise intensity,This paper presents a complete description of noise-induced decay of a metastable state in a wide range of noise intensity. Recurrent formulas of exact moments of decay time valid for arbitrary noise intensity have been obtained. The nondecay probability of a metastable state was found to be really close to the exponent even for the case when the potential barrier height is comparable or smaller than the noise intensity.,nlin,nlin.AO,Dissipative dynamics of a charged particle in the field of three plane waves: chaos and control,"The chaotic dissipative dynamics of a charged particle in the field of three plane waves is theoretically (Melnikov's method) and numerically (Lyapunov exponents) investigated. In particular, the effectiveness of one of such waves in controlling the chaotic dynamics induced by the remaining two waves is theoretically predicted and numerically confirmed. Two mechanisms underlying the chaos-suppression scenario are identified. One mechanism requires chaos-inducing and chaos-suppressing waves to have both commensurate wavelengths and commensurate relative (with respect to the remaining third wave) phase velocities, while the other mechanism allows the chaotic dynamics to be tamed when such quantities are incommensurate. The present findings may be directly applied to several important problems in plasma physics, including that of the chaos-induced destruction of magnetic surfaces in tokamaks.",nlin,nlin.CD,0
DOF phase separation of the Lennard-Jones fcc(111) surface,"Recent lattice model calculations have suggested that a full-layered crystal surface may undergo, under canonical (particle-conserving) conditions, a preroughening-driven two-dimensional phase separation into two disordered flat (DOF) regions, of opposite order parameter. We have carried out extensive classical molecular dynamics (MD) simulations of the Lennard-Jones fcc(111) surface, to check whether these predictions are relevant or not for a realistic continuous system. Very long simulation times, a grid of temperatures from (2/3)Tm to Tm, and unusually large system sizes are employed to ensure full equilibrium and good statistics. By examining layer-by-layer occupancies, height fluctuations, sublattice order parameter and X-ray structure factors, we find a clear anomaly at ~0.83Tm. The anomaly is distinct from roughening (whose incipiency is also detected at ~0.94Tm), and is seen to be consistent with the preroughening plus phase separation scenario.",cond-mat,cond-mat.stat-mech,Magneto-transport and Berry phase in magnetically doped Bi$_{0.97-x}$Sb$_{0.03}$ single crystals,"We report large magnetoresistance (MR) and Shubnikov-de Haas (SdH) oscillations in single crystals of magnetically (M= Ni and Fe) doped M$_x$Bi$_{0.97-x}$Sb$_{0.03}$ ($x=$ 0, 0.02) topological insulators. The R$\bar{3}$m symmetry and phase have been confirmed by the Rietveld refinement of x-ray diffraction data. Interestingly, a magnetic field induced phase transition from semi-metallic to semi-conducting type is found with the energy gap around 80 meV at 15 Tesla in the $x=$ 0 sample. Moreover, we observe linear behavior of MR up to 15 Tesla in transverse mode and SdH oscillations in longitudinal mode where the field direction is with respect to the current and crystal plane. For the parent sample, we found the coherence length L$_\phi=$ 12.7 nm through the fitting of MR data in transverse mode with modified H-L-N equation. The extracted frequencies of SdH oscillations using the fast Fourier transform method and Landau level (LL) fan diagram are found to be consistent for the parent and Ni doped samples. The determined Fermi surface area is found to be slightly larger in Ni doped as compared to the parent sample possibly due to change in the Fermi energy. The Kohler's plot indicates a single scattering mechanism below 100 K. More importantly, the analysis with the help of LL fan diagram reveals the non-zero Berry phase $\phi_{\rm B}= -$(1$\pm$0.1)$\pi$, which demonstrates the non-trivial topological states near the Dirac point in the parent and Ni doped samples.",cond-mat,cond-mat.str-el,0
A Massive Young Star-Forming Complex Study in Infrared and X-ray: X-ray Sources in Ten Star Forming Regions,"The Massive Young star-forming complex Study in Infrared and X-ray (MYStIX) uses data from the Chandra X-ray Observatory to identify and characterize the young stellar populations in twenty Galactic (d < 4 kpc) massive star-forming regions. Here, the X-ray analysis for Chandra ACIS-I observations of ten of the MYStIX fields is described, and a catalog of >10,000 X-ray sources is presented. In comparison to other published Chandra source lists for the same regions, the number of MYStIX detected faint X-ray sources in a region is often doubled. While the higher catalog sensitivity increases the chance of false detections, it also increases the number of matches to infrared stars. X-ray emitting contaminants include foreground stars, background stars, and extragalactic sources. The X-ray properties of sources in these classes are discussed.",astro-ph,astro-ph.HE,Geometric properties of acoustic waves generated by a point source in solar-like interior: effects of acoustic cut-off frequency,Acoustic waves generated by a point source in stratified plasma are considered in this paper. Analytical parametric solution for monochromatic source is derived for plane-parallel polytrope model of the solar interior. The solution is used to gain insight into the properties of the generated wavefront as a function of excitation frequency and depth. A slowly varying pressure perturbation moving in upper layers of solar photosphere with supersonic speed is also considered. It is shown to excite acoustic waves putting certain restrictions upon their geometry of the generated wavefront. The results are discussed in relation to flare generated sunquakes.,astro-ph,astro-ph.SR,0
Quarkonium Production At $Z^0$ and in $\Upsilon(1S)$ Decay,"The conventional color-singlet model was challenged by the recent data on quarkonium production. Discrepancies in production rates were observed at the Tevatron, at LEP, and in fixed-target experiments. The newly advocated color-octet mechanism provides a plausible solution to the anomalous quarkonium production observed at the Tevatron. The color-octet mechanism should also affect other quarkonium production channels. In this paper we will summarize the studies of quarkonium production in $Z^0$ and $\Upsilon$ decays.",hep,hep-ph,Lattice simulation of $QC_2D$ with $N_f=2$ at non-zero baryon density,"The lattice simulations of $QC_2D$ with two flavors of staggered fermions and non-zero quark chemical potential $\mu_q$ have been performed. Dependencies of the Polyakov loop, chiral condensate and baryon number density on $\mu_q$ were studied. We found that an increase of the baryon chemical potential leads to chiral symmetry restoration. At small values of $\mu_q$, our results for the baryon number density agree with ChPT predictions.",hep,hep-lat,0
Antihyperon potentials in nuclei via exclusive antiproton-nucleus reactions at FAIR,"The exclusive production of hyperon-antihyperon pairs close to their production threshold in antiproton - nucleus collisions offers a unique and hitherto unexplored opportunity to elucidate the behaviour of antihyperons in nuclei. For the first time we analyse these reactions in a microscopic transport model using the the Gie\ss en Boltzmann-Uehling-Uhlenbeck transport model. The calculation take the delicate interplay between the strong absorption of antihyperons, their rescattering and refraction at the nuclear surface as well as the Fermi motion of the struck nucleon into account. We find a substantial sensitivity of transverse momentum correlations of coincident $\Lambda\overline{\Lambda}$-pairs to the assumed depth of the $\overline{\Lambda}$-potential. Because of the high cross section for this process and the simplicity of the experimental method our results are highly relevant for future activities at the international Facility for Antiproton and Ion Research (FAIR).",nucl,nucl-th,Is early thermalization achieved only near midrapidity at RHIC ?,"The pseudorapidity dependence of elliptic flow in Au+Au collisions at 130 $A$ GeV is studied within a full three-dimensional hydrodynamic model in the light-cone coordinate. First, we prepare two initial conditions in the hydrodynamic model for analyzing elliptic flow. Both initial conditions lead to reasonable agreement with single particle spectra in central and semi-central collisions. Next, by using these hydrodynamic simulations, we compare elliptic flow as a function of pseudorapidity with experimental data recently measured by the PHOBOS Collaboration. Our results are in agreement with experimental data only near midrapidity. This suggests that thermalization in the early stage of collisions is not achieved in forward and backward rapidity regions.",nucl,nucl-ex,0
Nonlinear dual-core photonic crystal fiber couplers,"We study nonlinear modes of dual-core photonic crystal fiber couplers made of a material with the focusing Kerr nonlinearity. We find numerically the profiles of symmetric, antisymmetric, and asymmetric nonlinear modes, and analyze all-optical switching based on instability of the symmetric mode. We also describe elliptic spatial solitons controlled by the waveguide boundaries.",nlin,nlin.PS,New exact solutions of two-dimensional integrable generalizations of Kaup-Kuperschmidt and Sawada-Kotera equations via the $\bar\partial$-dressing method,The 2+1-dimensional integrable generalization of Kaup-Kuperschmidt and Sawada-Kotera equations are studied by $\bar\partial$-dressing method of Zakharov and Manakov. The solutions with functional parameters and periodic solutions are constructed.,nlin,nlin.SI,0
Self-localization of directed polymers and oppressive population control,"We construct a phenomenological theory of self-localization of directed polymers in d+1 dimensions. In d=1 we show that the polymer is always self-localized, whereas in d=2 there is a phase transition between localized and free states. We also map this system to a model of population dynamics with fixed total population. Our previous results translate to static and expanding population clusters, depending on the birth and death rates. A novel ``pseudo-travelling wave'' is observed in some sectors of parameter space.",cond-mat,cond-mat.stat-mech,Marginal Fermi Liquid with a Two-Dimensional Patched Fermi Surface,"We consider a model composed of Landau quasiparticle states with patched Fermi surfaces (FS) sandwiched by states with flat FS to simulate the ``cold'' spot regions in cuprates. We calculate the one particle irreducible function and the self-energy up to two-loop order. Using renormalization group arguments we show that in the forward scattering channel the renormalized coupling constant is never infrared stable due to the flat FS sectors. Furthemore we show that the self-energy scales with energy as ${\rm Re} \Sigma \sim \omega \ln \omega $ as $\omega \to 0$, and thus the Fermi liquid state within each FS patch is turned into a marginal Fermi liquid.",cond-mat,cond-mat.str-el,0
Imaging and Modeling Data from the Hydrogen Epoch of Reionization Array,"We analyze data from the Hydrogen Epoch of Reionization Array. This is the third in a series of papers on the closure phase delay-spectrum technique designed to detect the HI 21cm emission from cosmic reionization. We present the details of the data and models employed in the power spectral analysis, and discuss limitations to the process. We compare images and visibility spectra made with HERA data, to parallel quantities generated from sky models based on the GLEAM survey, incorporating the HERA telescope model. We find reasonable agreement between images made from HERA data, with those generated from the models, down to the confusion level. For the visibility spectra, there is broad agreement between model and data across the full band of $\sim 80$MHz. However, models with only GLEAM sources do not reproduce a roughly sinusoidal spectral structure at the tens of percent level seen in the observed visibility spectra on scales $\sim 10$ MHz on 29 m baselines. We find that this structure is likely due to diffuse Galactic emission, predominantly the Galactic plane, filling the far sidelobes of the antenna primary beam. We show that our current knowledge of the frequency dependence of the diffuse sky radio emission, and the primary beam at large zenith angles, is inadequate to provide an accurate reproduction of the diffuse structure in the models. We discuss implications due to this missing structure in the models, including calibration, and in the search for the HI 21cm signal, as well as possible mitigation techniques.",astro-ph,astro-ph.IM,"A ${\bf 1.4}$ deg${\bf ^2}$ blind survey for CII], CIII] and CIV at ${\bf z\sim0.7-1.5}$. I: nature, morphologies and equivalent widths","While traditionally associated with active galactic nuclei (AGN), the properties of the CII] ($\lambda=2326$\,{\AA}), CIII] ($\lambda,\lambda=1907,1909$\,{\AA}) and CIV ($\lambda,\lambda=1549, 1551$\,{\AA}) emission lines are still uncertain as large, unbiased samples of sources are scarce. We present the first blind, statistical study of CII], CIII] and CIV emitters at $z\sim0.68,1.05,1.53$, respectively, uniformly selected down to a flux limit of $\sim4\times10^{-17}$ erg s$^{-1}$ cm$^{-1}$ through a narrow band survey covering an area of $\sim1.4$ deg$^2$ over COSMOS and UDS. We detect 16 CII], 35 CIII] and 17 CIV emitters, whose nature we investigate using optical colours as well as HST, X-ray, radio and far infra-red data. We find that $z\sim0.7$ CII] emitters are consistent with a mixture of blue (UV slope $\beta=-2.0\pm0.4$) star forming galaxies with disky HST structure and AGN with Seyfert-like morphologies. Bright CII] emitters have individual X-ray detections as well as high average black hole accretion rates (BHAR) of $\sim0.1$ $M_{\odot}$ yr$^{-1}$. CIII] emitters at $z\sim1.05$ trace a general population of SF galaxies, with $\beta=-0.8\pm1.1$, a variety of optical morphologies, including isolated and interacting galaxies and low BHAR ($<0.02$ $M_{\odot}$ yr$^{-1}$). Our CIV emitters at $z\sim1.5$ are consistent with young, blue quasars ($\beta\sim-1.9$) with point-like optical morphologies, bright X-ray counterparts and large BHAR ($0.8$ $M_{\odot}$ yr$^{-1}$). We also find some surprising CII], CIII] and CIV emitters with rest-frame equivalent widths which could be as large as $50-100$ {\AA}. AGN or spatial offsets between the UV continuum stellar disk and the line emitting regions may explain the large EW. These bright CII], CIII] and CIV emitters are ideal candidates for spectroscopic follow up to fully unveil their nature.",astro-ph,astro-ph.CO,0
Scaling and universality in binary fragmenting with inhibition,"We investigate a new model of binary fragmentation with inhibition, driven by the white noise. In a broad range of fragmentation probabilities, the power-law spatiotemporal correlations are found to arise due to self-organized criticality (SOC). We find in the SOC phase a non-trivial power spectrum of the temporal sequence of the fragmentation events. The $1/f$~ behaviour is recovered in the irreversible, near-equilibrium part of this phase.",nlin,nlin.AO,Construction of variable mass sine-Gordon and other novel inhomogeneous quantum integrable models,"The inhomogeneity of the media or the external forces usually destroy the integrability of a system. We propose a systematic construction of a class of quantum models, which retains their exact integrability inspite of their explicit inhomogeneity. Such models include variable mass sine-Gordon model, cylindrical NLS, spin chains with impurity, inhomogeneous Toda chain, the Ablowitz-Ladik model etc.",nlin,nlin.SI,0
Subhaloes gone Notts: Subhaloes as tracers of the dark matter halo shape,"We study the shapes of subhalo distributions from four dark-matter-only simulations of Milky Way type haloes. Comparing the shapes derived from the subhalo distributions at high resolution to those of the underlying dark matter fields we find the former to be more triaxial if theanalysis is restricted to massive subhaloes. For three of the four analysed haloes the increased triaxiality of the distributions of massive subhaloes can be explained by a systematic effect caused by the low number of objects. Subhaloes of the fourth halo show indications for anisotropic accretion via their strong triaxial distribution and orbit alignment with respect to the dark matter field. These results are independent of the employed subhalo finder. Comparing the shape of the observed Milky Way satellite distribution to those of high-resolution subhalo samples from simulations, we find an agreement for samples of bright satellites, but significant deviations if faint satellites are included in the analysis. These deviations might result from observational incompleteness.",astro-ph,astro-ph.CO,Spatially Offset Active Galactic Nuclei III: Discovery of Late-Stage Galaxy Mergers with The Hubble Space Telescope,"Galaxy pairs with separations of only a few kpc represent important stages in the merger-driven growth of supermassive black holes (SMBHs). However, such mergers are difficult to identify observationally due to the correspondingly small angular scales. In Paper I we presented a method of finding candidate kpc-scale galaxy mergers that is leveraged on the selection of X-ray sources spatially offset from the centers of host galaxies. In this paper we analyze new Hubble Space Telescope (HST) WFC3 imaging for six of these sources to search for signatures of galaxy mergers. The HST imaging reveals that four of the six systems are on-going galaxy mergers with separations of 1.2-6.6 kpc (offset AGN). The nature of the remaining two spatially offset X-ray sources is ambiguous and may be associated with super-Eddington accretion in X-ray binaries. The ability of this sample to probe small galaxy separations and minor mergers makes it uniquely suited for testing the role of galaxy mergers for AGN triggering. We find that galaxy mergers with only one AGN are predominantly minor mergers with mass ratios similar to the overall population of galaxy mergers. By comparison, galaxy mergers with two AGN are biased toward major mergers and larger nuclear gas masses. Finally, we find that the level of SMBH accretion increases toward smaller mass ratios (major mergers). This result suggests the mass ratio effects not only the frequency of AGN triggering but also the rate of SMBH growth in mergers.",astro-ph,astro-ph.GA,0
Quarkonium+$\gamma$ production in coherent hadron - hadron interactions at LHC energies,"In this paper we study the $H + \gamma$ ($H = J/\Psi$ and $\Upsilon$) production in coherent hadron - hadron interactions at LHC energies. Considering the ultrarelativistic protons as a source of photons, we estimate the $\gamma + p \rightarrow H + \gamma + X$ cross section using the non-relativistic QCD (NRQCD) factorization formalism and considering different sets of values for the matrix elements. Our results for the total $ p + p \rightarrow p + H + \gamma + X$ cross sections and rapidity distributions at $\sqrt{s} = 7$ and 14 TeV demonstrate that the experimental analysis of the $J/\Psi + \gamma$ production at LHC is feasible.",hep,hep-ex,The QCD spin chain S matrix,"Beisert et al. have identified an integrable SU(2,2) quantum spin chain which gives the one-loop anomalous dimensions of certain operators in large N QCD. We derive a set of nonlinear integral equations (NLIEs) for this model, and compute the scattering matrix of the various (in particular, magnon) excitations.",hep,hep-th,0
Generation of macroscopic singlet states in atomic ensembles,"We study squeezing of the spin uncertainties by quantum non-demolition (QND) measurement in non-polarized spin ensembles. Unlike the case of polarized ensembles, the QND measurements can be performed with negligible back-action, which allows, in principle, perfect spin squeezing as quantified by [G. Toth et al., Phys. Rev. Lett. 99, 250405 (2007)]. The generated spin states approach many-body singlet states, and contain a macroscopic number of entangled particles, even when individual spin is large. We introduce the Gaussian treatment of unpolarized spin states and use it to estimate the achievable spin squeezing for realistic experimental parameters. Our proposal might have applications for magnetometry with a high spatial resolution or quantum memories storing information in decoherence free subspaces.",cond-mat,cond-mat.other,Response of Complex Systems to Complex Perturbations: the Complexity Matching Effect,"The dynamical emergence (and subsequent intermittent breakdown) of collective behavior in complex systems is described as a non-Poisson renewal process, characterized by a waiting-time distribution density $\psi (\tau)$ for the time intervals between successively recorded breakdowns. In the intermittent case $\psi (t)\sim t^{-\mu}$, with complexity index $\mu $. We show that two systems can exchange information through complexity matching and present theoretical and numerical calculations describing a system with complexity index $\mu_{S}$ perturbed by a signal with complexity index $\mu_{P}$. The analysis focuses on the non-ergodic (non-stationary) case $\mu \leq 2$ showing that for $\mu_{S}\geq \mu_{P}$, the system $S$ statistically inherits the correlation function of the perturbation $P$. The condition $\mu_{P}=\mu_{S}$ is a resonant maximum for correlation information exchange.",cond-mat,cond-mat.dis-nn,0
