title_1,abstract_1,subcategory_1,subsubcategory_1,title_2,abstract_2,subcategory_2,subsubcategory_2,label
"Variable Chaplygin Gas: Constraints from Supernovae, BAO, Look Back Time, and GRBs","We examine the variable Chaplygin gas (VCG) model with the aim of establishing tight constraints by using type-Ia supernovae, lookback time measurements, Baryon Acoustic Oscillations (BAO) and the Gamma Ray Bursts. We report the parameter constraints obtained via statistical analysis of cosmic observables namely, luminosity distance, BAO distance and lookback time measurement",astro-ph,astro-ph.CO,Resolving the Radio Source Background: Deeper Understanding Through Confusion,"We used the Karl G. Jansky Very Large Array (VLA) to image one primary beam area at 3 GHz with 8 arcsec FWHM resolution and 1.0 microJy/beam rms noise near the pointing center. The P(D) distribution from the central 10 arcmin of this confusion-limited image constrains the count of discrete sources in the 1 < S(microJy/beam) < 10 range. At this level the brightness-weighted differential count S^2 n(S) is converging rapidly, as predicted by evolutionary models in which the faintest radio sources are star-forming galaxies; and ~96$% of the background originating in galaxies has been resolved into discrete sources. About 63% of the radio background is produced by AGNs, and the remaining 37% comes from star-forming galaxies that obey the far-infrared (FIR) / radio correlation and account for most of the FIR background at lambda = 160 microns. Our new data confirm that radio sources powered by AGNs and star formation evolve at about the same rate, a result consistent with AGN feedback and the rough correlation of black hole and bulge stellar masses. The confusion at centimeter wavelengths is low enough that neither the planned SKA nor its pathfinder ASKAP EMU survey should be confusion limited, and the ultimate source detection limit imposed by ""natural"" confusion is < 0.01 microJy at 1.4 GHz. If discrete sources dominate the bright extragalactic background reported by ARCADE2 at 3.3 GHz, they cannot be located in or near galaxies and most are < 0.03 microJy at 1.4 GHz.",astro-ph,astro-ph.CO,1
Using the Dipolar and Quadrupolar Moments to Improve Solar-Cycle Predictions Based on the Polar Magnetic Fields,"The solar cycle and its associated magnetic activity are the main drivers behind changes in the interplanetary environment and Earth's upper atmosphere (commonly referred to as space weather and climate). In recent years there has been an effort to develop accurate solar cycle predictions, leading to nearly a hundred widely spread predictions for the amplitude of solar cycle 24. Here we show that cycle predictions can be made more accurate if performed separately for each hemisphere, taking advantage of information about both the dipolar and quadrupolar moments of the solar magnetic field during minimum.",astro-ph,astro-ph.SR,Ultra-Wideband Detection of 22 Coherent Radio Bursts on M Dwarfs,"Coherent radio bursts detected from M dwarfs have some analogy with solar radio bursts, but reach orders of magnitude higher luminosities. These events trace particle acceleration, powered by magnetic reconnection, shock fronts (such as formed by coronal mass ejections, CMEs), and magnetospheric currents, in some cases offering the only window into these processes in stellar atmospheres. We conducted a 58-hour, ultra-wideband survey for coherent radio bursts on 5 active M dwarfs. We used the Karl G. Jansky Very Large Array (VLA) to observe simultaneously in three frequency bands covering a subset of 224-482 MHz and 1-6 GHz, achieving the widest fractional bandwidth to date for any observations of stellar radio bursts. We detected 22 bursts across 13 epochs, providing the first large sample of wideband dynamic spectra of stellar coherent radio bursts. The observed bursts have diverse morphology, with durations ranging from seconds to hours, but all share strong (40-100%) circular polarization. No events resemble solar Type II bursts (often associated with CMEs), but we cannot rule out the occurrence of radio-quiet stellar CMEs. The hours-long bursts are all polarized in the sense of the x-mode of the star's large-scale magnetic field, suggesting they are cyclotron maser emission from electrons accelerated in the large-scale field, analogous to auroral processes on ultracool dwarfs. The duty cycle of luminous coherent bursts peaks at 25% at 1-1.4 GHz, declining at lower and higher frequencies, indicating source regions in the low corona. At these frequencies, active M dwarfs should be the most common galactic transient source.",astro-ph,astro-ph.SR,1
Simulations of the Microwave Sky,"We create realistic, full-sky, half-arcminute resolution simulations of the microwave sky matched to the most recent astrophysical observations. The primary purpose of these simulations is to test the data reduction pipeline for the Atacama Cosmology Telescope (ACT) experiment; however, we have widened the frequency coverage beyond the ACT bands to make these simulations applicable to other microwave background experiments. Some of the novel features of these simulations are that the radio and infrared galaxy populations are correlated with the galaxy cluster populations, the CMB is lensed by the dark matter structure in the simulation via a ray-tracing code, the contribution to the thermal and kinetic Sunyaev-Zel'dovich (SZ) signals from galaxy clusters, groups, and the IGM has been included, and the gas prescription to model the SZ signals matches the most recent X-ray observations. Regarding the contamination of cluster SZ flux by radio galaxies, we find for 148 GHz (90 GHz) only 3% (4%) of halos have their SZ decrements contaminated at a level of 20% or more. We find the contamination levels higher for infrared galaxies. However, at 90 GHz, less than 20% of clusters with M_{200} > 2.5 x 10^{14} Msun and z<1.2 have their SZ decrements filled in at a level of 20% or more. At 148 GHz, less than 20% of clusters with M_{200} > 2.5 x 10^{14} Msun and z<0.8 have their SZ decrements filled in at a level of 50% or larger. Our models also suggest that a population of very high flux infrared galaxies, which are likely lensed sources, contribute most to the SZ contamination of very massive clusters at 90 and 148 GHz. These simulations are publicly available and should serve as a useful tool for microwave surveys to cross-check SZ cluster detection, power spectrum, and cross-correlation analyses.",astro-ph,astro-ph.CO,Rotation curve decompositions with Gaussian Processes: taking into account data correlations leads to unbiased results,Correlations between velocity measurements in disk galaxy rotation curves are usually neglected when fitting dynamical models. Here I show how data correlations can be taken into account in rotation curve decompositions using Gaussian Processes. I find that marginalizing over correlation parameters proves critical to obtain unbiased estimates of the luminous and dark matter distributions in galaxies.,astro-ph,astro-ph.CO,1
The strongest bounds on active-sterile neutrino mixing after Planck data,"Light sterile neutrinos can be excited by oscillations with active neutrinos in the early universe. Their properties can be constrained by their contribution as extra-radiation, parameterized in terms of the effective number of neutrino species N_ eff, and to the universe energy density today \Omega_\nu h^2. Both these parameters have been measured to quite a good precision by the Planck satellite experiment. We use this result to update the bounds on the parameter space of (3+1) sterile neutrino scenarios, with an active-sterile neutrino mass squared splitting in the range (10^{-5} - 10^2 ) eV^2. We consider both normal and inverted mass orderings for the active and sterile states. For the first time we take into account the possibility of two non-vanishing active-sterile mixing angles. We find that the bounds are more stringent than those obtained in laboratory experiments. This leads to a strong tension with the short-baseline hints of light sterile neutrinos. In order to relieve this disagreement, modifications of the standard cosmological scenario, e.g. large primordial neutrino asymmetries, are required.",astro-ph,astro-ph.CO,Multiple Soft Limits of Cosmological Correlation Functions,"We derive novel identities satisfied by inflationary correlation functions in the limit where two external momenta are taken to be small. We derive these statements in two ways: using background-wave arguments and as Ward identities following from the fixed-time path integral. Interestingly, these identities allow us to constrain some of the O(q^2) components of the soft limit, in contrast to their single-soft analogues. We provide several nontrivial checks of our identities both in the context of resonant non-Gaussianities and in small sound speed models. Additionally, we extend the relation at lowest order in external momenta to arbitrarily many soft legs, and comment on the many-soft extension at higher orders in the soft momentum. Finally, we consider how higher soft limits lead to identities satisfied by correlation functions in large-scale structure.",astro-ph,astro-ph.CO,1
Quasifission dynamics in TDHF,"For light and medium mass systems the capture cross-section may be considered to be the same as that for complete fusion, whereas for heavy systems leading to superheavy formations the evaporation residue cross-section is dramatically reduced due to the quasifission (QF) and fusion-fission processes thus making the capture cross-section to be essentially the sum of these two cross-sections, with QF occurring at a much shorter time-scale. Consequently, quasifission is the primary reaction mechanism that limits the formation of superheavy nuclei. Within the last few years the time-dependent Hartree-Fock (TDHF) approach has been utilized for studying the dynamics of quasifission. The study of quasifission is showing a great promise to provide insight based on very favorable comparisons with experimental data. In this article we will focus on the TDHF calculations of quasifission observables for the $^{48}$Ca+$^{249}$Bk system.",nucl,nucl-th,Probing universal dynamics with topological data analysis in a gluonic plasma,"We study nonequilibrium dynamics of SU(2) lattice gauge theory in Minkowski space-time in a classical-statistical regime, where characteristic gluon occupancies are much larger than unity. In this strongly correlated system far from equilibrium, the correlations of energy and topological densities show self-similar behavior related to a turbulent cascade towards higher momentum scales. We employ persistent homology to infer topological features of the gluonic plasma via a hierarchy of simplicial and cubical complexes. All topological observables under investigation are also manifestly gauge invariant and are shown to exhibit self-similar evolution, which relate the spatial and temporal properties of the plasma in terms of universal scaling exponents and functions. The findings may help to understand the early stages of heavy-ion collisions in the limit of high energies, and our methods can also facilitate the topological analysis of other complex systems such as encountered in experiments with ultracold quantum gases.",nucl,nucl-th,1
Pulsar timing can constrain primordial black holes in the LIGO mass window,"The recent discovery of gravitational waves from merging black holes has generated interest in primordial black holes as a possible component of the dark matter. In this paper, we show that pulsar timing may soon have sufficient data to constrain $1$-$1000\,M_{\odot}$ primordial black holes via the non-detection of a third-order Shapiro time delay as the black holes move around the Galactic halo. We present the results of a Monte Carlo simulation which suggests that future data from known pulsars may be capable of constraining the PBH density more stringently than other existing methods in the mass range ~1-30$\,M_{\odot}$. We find that timing new pulsars discovered using the proposed Square Kilometre Array may constrain primordial black holes in this mass range to comprise less than ~1-10% of the dark matter.",hep,hep-ph,Tau Neutrino Decays and Big Bang Nucleosynthesis,"We investigate the non-radiative decay during nucleosynthesis of a massive tau neutrino with mass 0.1 - 1 MeV into an electron neutrino and a scalar or pseudoscalar particle, $\phi$. The full Boltzmann equation is used and shown to give markedly different results than the usual non-relativistic formalism for relativistic or semi-relativistic neutrino decays. Indeed, the region we investigate is where the formalism that has previously been applied to solving this problem is expected to break down. We also compare the nucleosynthesis predictions from this scenario with results from the standard model and with some of the available observational determinations of the primordial abundances. It is found that for relativistic or semi-relativistic decays the helium abundance can be significantly lowered without changing other light element abundances. Since a problem with the standard model of Big Bang nucleosynthesis is that helium appears to be overproduced, a decay of the type we discuss can be a possible solution.",hep,hep-ph,1
Search for Doubly-charged Higgs Boson Production in the Decay H++H-- -> mu+mu+mu-mu- with the DO Detector at sqrt{s}=1.96} TeV,"A search for the pair production of doubly-charged Higgs bosons in the process $\ppbar\to\Hpp\Hmm\to \mu^+\mu^+\mu^-\mu^-$ is performed with the D\O\ Run II detector at the Fermilab Tevatron using inclusive di-muon events. These data taken at an energy of $\sqrt{s}=1.96$ TeV correspond to an integrated luminosity of $113 $pb$^{-1}$ and were recorded by D{\O}between August 2002 and June 2003. In the absence of a signal, 95% Confidence Level mass limits of $M(\HpmL)>118.6$ GeV and $M(\HpmR)>98.1$ GeV are set on the pair production cross section for left-handed and right-handed doubly-charged Higgs bosons, assuming 100% branching into muons and hypercharge $|Y|=2$.",hep,hep-ex,Vertex-Finding and Reconstruction of Contained Two-track Neutrino Events in the MicroBooNE Detector,"We describe algorithms developed to isolate and accurately reconstruct two-track events that are contained within the MicroBooNE detector. This method is optimized to reconstruct two tracks of lengths longer than 5 cm. This code has applications to searches for neutrino oscillations and measurements of cross sections using quasi-elastic-like charged current events. The algorithms we discuss will be applicable to all detectors running in Fermilab's Short Baseline Neutrino program (SBN), and to any future liquid argon time projection chamber (LArTPC) experiment with beam energies ~1 GeV. The algorithms are publicly available on a GITHUB repository. This reconstruction offers a complementary and independent alternative to the Pandora reconstruction package currently in use in LArTPC experiments, and provides similar reconstruction performance for two-track events.",hep,hep-ex,1
On Raynal's posting in arXiv (nucl-th/0407060),"With nucl-th/0407060, Jacques Raynal uses the arXiv in a way which does not conform to standard professional practices. His posting contains many statements that are beyond the borders of acceptable scientific disputes, with the scope to defame colleagues by manifestly false or misleading statements. In this comment we reject the three ``critiques'' expressed by Raynal. 1. The fact that we possibly misquoted our references. 2. The role of the Pauli principle in these kind of calculations. 3. The nature and limits of our coupled-channel potential model. Raynal's postings unfairly detract from the importance of our work, which we published in Nuclear Physics A728, 65 (2003), on a new approach, Multi-Channel-Algebraic-Scattering (MCAS), for coupled-channel calculations. With the MCAS approach we were able to identify systematically all low-energy compound resonances, and to include effectively the Pauli principle in collective, geometrical-type, macroscopic models of multichannel interaction. This represents a clear advantage with respect to the current distribution of the ECIS formulation.",nucl,nucl-th,Three-body Halos. IV. Momentum Distributions after Fragmentation,Momentum distributions of particles from nuclear break-up of fast three-body halos are calculated incorporating effects of final state interactions. The same two-body interactions between the particles are used to calculate both the ground state structure and the final state of the reaction processes. The ground state wave function reproduces size and energy of the halo nucleus. First we give a general and detailed description of the method. Then we investigate the effect of final state interactions in neutron removal and core break-up reactions for one- and two-dimensional momentum distributions. We compute specifically core and neutron momentum distributions from 11Li fragmentation and compare those with available experimental data. We conclude that 11Li must have a neutron-core relative state containing a p-state admixture of 20\%-30\%. The fragmentation data also strongly suggest that 10Li has an s-state at about 50 keV and a p-state around 500 keV.,nucl,nucl-th,1
Photoionization cross section in a spherical quantum dot: Effects of some parabolic confining electric potentials,A theoretical investigation of the effects of spatial variation of confining electric potential on photoionization cross section (PCS) in a spherical quantum dot is presented. The potential profiles considered here are the shifted parabolic potential and the inverse lateral shifted parabolic potential compared with the well-studied parabolic potential. The primary findings are that parabolic potential and the inverse lateral shifted parabolic potential blue shift the peaks of the PCS while the shifted parabolic potential causes a red shift.,cond-mat,cond-mat.mes-hall,Quantum Hall effect at cleaved InSb surfaces and low-temperature annealing effect,We have performed low-temperature in-plane magnetotransport measurements on two-dimensional electron systems induced by deposition of Ag at {\it in situ} cleaved surfaces of {\it p}-type InSb. The quantum Hall effect was observed even at low magnetic fields around 2 T. The surface electron density and the electron mobility exhibit strong dependence on the Ag-coverage and the annealing temperature in the range of 15-40 K. The annealing effect suggests that the surface morphology strongly affects the properties of the two-dimensional electron systems.,cond-mat,cond-mat.mes-hall,1
Investigation of the near-wake behaviour of a utility-scale wind turbine,"Super-large-scale particle image velocimetry and flow visualization with natural snowfall is used to collect and analyze multiple datasets in the near wake of a 2.5 MW wind turbine. Each dataset captures the full vertical span of the wake from a different perspective. Together, these datasets compose a three-dimensional picture of the near-wake flow, including the effect of the tower and hub and the variation of instantaneous wake expansion in response to changes in turbine operation. A region of high-speed flow is observed directly behind the hub, and a region of low-speed flow appears behind the tower. Additionally, the hub produces a region of enhanced turbulence in its wake while the tower reduces turbulence near the ground as it breaks up turbulent structures in the boundary layer. Analysis of the instantaneous wake behaviour reveals variations in wake expansion, and even periods of wake contraction, occurring in response to changes in the angle of attack and blade pitch gradient. This behaviour is found to depend on the region of operation of the turbine. These findings can be incorporated into wake models and advanced control algorithms for wind farm optimization and can be used to validate wind turbine wake simulations.",physics,physics.flu-dyn,Comparison of computational codes for direct numerical simulations of turbulent Rayleigh-B\'enard convection,"Computational codes for direct numerical simulations of Rayleigh-B\'enard (RB) convection are compared in terms of computational cost and quality of the solution. As a benchmark case, RB convection at $Ra=10^8$ and $Pr=1$ in a periodic domain, in cubic and cylindrical containers is considered. A dedicated second-order finite-difference code (AFID/RBflow) and a specialized fourth-order finite-volume code (Goldfish) are compared with a general purpose finite-volume approach (OpenFOAM) and a general purpose spectral-element code (Nek5000). Reassuringly, all codes provide predictions of the average heat transfer that converge to the same values. The computational costs, however, are found to differ considerably. The specialized codes AFID/RBflow and Goldfish are found to excel in efficiency, outperforming the general purpose flow solvers Nek5000 and OpenFOAM by an order of magnitude with an error on the Nusselt number $Nu$ below $5\%$. However, we find that $Nu$ alone is not sufficient to assess the quality of the numerical results: in fact, instantaneous snapshots of the temperature field from a near wall region obtained for deliberately under-resolved simulations using Nek5000 clearly indicate inadequate flow resolution even when $Nu$ is converged. Overall, dedicated special purpose codes for RB convection are found to be more efficient than general purpose codes.",physics,physics.flu-dyn,1
Integrating out the Standard Higgs Field in the Path Integral,"We integrate out the Higgs boson in the electroweak standard model at one loop and construct a low-energy effective Lagrangian assuming that the Higgs mass is much larger than the gauge-boson masses. Instead of applying diagrammatical techniques, we integrate out the Higgs boson directly in the path integral, which turns out to be much simpler. By using the background-field method and the Stueckelberg formalism, we directly find a manifestly gauge-invariant result. The heavy-Higgs effects on fermionic couplings are derived, too. At one loop the $\log\MH$-terms of the heavy-Higgs limit of the electroweak standard model coincide with the UV-divergent terms in the gauged non-linear $\sigma$-model, but vertex functions differ in addition by finite constant terms. Finally, the leading Higgs effects to some physical processes are calculated from the effective Lagrangian.",hep,hep-ph,Instability of a gapless color superconductor with respect to inhomogeneous fluctuations,"We systematically apply density functional theory to determine the kind of inhomogeneities that spontaneously develop in a homogeneous gapless phase of neutral two-flavor superfluid quark matter. We consider inhomogeneities in the quark and electron densities and in the phases and amplitude of the order parameter. These inhomogeneities are expected to lead the gapless phase to a BCS-normal coexisting phase, a Larkin-Ovchinnikov-Fulde-Ferrell (LOFF) state with phase oscillations alone, and a LOFF state with amplitude oscillations. We find that which of them the homogeneous system tends towards depends sensitively on the chemical potential separation between up and down quarks and the gradient energies.",hep,hep-ph,1
"Non-planar double-box, massive and massless pentabox Feynman integrals in negative dimensional approach","Negative dimensional integration method (NDIM) is a technique which can be applied, with success, in usual covariant gauge calculations. We consider three two-loop diagrams: the scalar massless non-planar double-box with six propagators and the scalar pentabox in two cases, where six virtual particles have the same mass and in the case where all of them are massless. Our results are given in terms hypergeometric functions of Mandelstam variables and for arbitrary exponents of propagators and dimension $D$ as well.",hep,hep-th,BRST cohomology ring in 2D gravity coupled to minimal models,"The ring structure of Lian-Zuckerman states for $(q,p)$ minimal models coupled to gravity is shown to be ${\cal R}={\cal R}_0\otimes {\bf C} [w,w^{-1}]$ where ${\cal R}_0$ is the ring of ghost number zero operators generated by two elements and $w$ is an operator of ghost number $-1$. Some examples are discussed in detail. For these models the currents are also discussed and their algebra is shown to contain the Virasoro algebra.",hep,hep-th,1
Properties of DBD Plasma Jets using Powered Electrode With and Without Contact with the Plasma,"An experimental investigation comparing the properties of plasma jets in dielectric barrier discharge (DBD) configurations using a powered electrode with and without a dielectric barrier, while keeping a second dielectric barrier over the grounded electrode, is reported in this work. For this purpose, two different power sources were used to produce the plasma jets, with one of them producing a pulsed high-voltage (HV) output and the other one producing a pulse-like HV output, which consists of a damped sine HV waveform. Measurements of plasma parameters were performed for both configurations using argon and helium as working gases. As a result, if the pulsed power source is used, significant differences were found in discharge power ($P_{plasma}$), rotational and vibrational temperatures ($T_r$ and $T_v$, respectively) when switching from one configuration to the other. On the other hand, using the pulse-like HV only the $P_{plasma}$ parameter presented significant differences when switching the electrode's configuration. For the pulsed source it has been observed that despite the remarkable increase in $P_{plasma}$ when changing from the double barrier configuration to the single barrier one, the values obtained for $T_r$ and $T_v$ also increased, but not in the same proportion as the increase in $P_{plasma}$, which suggests a non-linear dependency between temperatures and discharge power in the plasma jet. As an example for application of plasmas in both configurations, tests in an attempt to remove copper films deposited on alumina substrates were performed and, as a result, there was significant material removal only when the powered electrode was in contact with the plasma. As a general conclusion, if higher power is really required for some application it is better to use this configuration.",physics,physics.plasm-ph,Topological approach for laser acceleration investigation,"An approach using topology reveals a new understanding and knowledge of laser particle acceleration. Laser pulse irradiation on a thin-foil target is examined using two-dimensional particle-in-cell simulations. Through topology, laser ion acceleration schemes are classified depending on whether the deformed target shape after laser irradiation is homeomorphic with respect to the initial target. High energy ions are generated with high-efficiency when the deformed target shape is non-homeomorphic. In this case, the target thickness greatly affects the obtained ion energy. However, when the deformed target shape is homeomorphic, the obtained ion energy is low, and the effect of the target thickness is small.",physics,physics.plasm-ph,1
Azimuthal asymmetries in single polarized proton-proton Drell-Yan processes,"We study the azimuthal asymmetries in proton-proton Drell-Yan processes with one incident proton being transversely or longitudinally polarized. We consider particularly the asymmetries contributed by the leading-twist chiral-odd quark distributions. We analyze the asymmetries with $\sin(2\phi+\phi_S)$ and $\sin(2\phi-\phi_S)$ modulations in transverse single polarized $p^\uparrow p$ Drell-Yan and $\sin2\phi$ asymmetries in longitudinal single polarized $p^\rightarrow p$ Drell-Yan at RHIC, J-PARC, E906 (Fermi Lab) and NICA (JINR). We show that the measurements of the asymmetries in those facilities can provide valuable information of the chiral-odd structure of the nucleon both in the valence and sea regions.",nucl,nucl-ex,A model-independent analysis of the dependence of the anomalous J/psi suppression on the number of participant nucleons,"A recently published experimental dependence of the J/psi to Drell-Yan ratio on the measured, by a zero degree calorimeter, forward energy E_ZDC in Pb+Pb collisions at the CERN SPS is analyzed. Using a model-independent approach it is shown that the data are at variance with an earlier published experimental dependence of the same quantity on the transverse energy of neutral hadrons E_T. The discrepancy is related to a moderate centrality region: 100 < N_p < 200 (N_p is the number of participant nucleons) and is peculiar only to the data obtained within the `minimum bias' analysis (using the `theoretical Drell-Yan'). This could result from systematic experimental errors in the minimum bias sample. A possible source of the errors is discussed.",nucl,nucl-ex,1
A Young White Dwarf with an Infrared Excess,"Using observations of Spitzer/IRAC, we report the serendipitous discovery of excess infrared emission from a single white dwarf PG 0010+280. At a temperature of 27,220 K and a cooling age of 16 Myr, it is the hottest and youngest white dwarf to display an excess at 3-8 $\mu$m. The infrared excess can be fit by either an opaque dust disk within the tidal radius of the white dwarf or a 1300 K blackbody, possibly from an irradiated substellar object or a re-heated giant planet. PG 0010+280 has two unique properties that are different from white dwarfs with a dust disk: (i) relatively low emission at 8 $\mu$m and (ii) non-detection of heavy elements in its atmosphere from high-resolution spectroscopic observations with Keck/HIRES. The origin of the infrared excess remains unclear.",astro-ph,astro-ph.EP,TESS Spots a Super-Puff: The Remarkably Low Density of TOI-1420b,"We present the discovery of TOI-1420b, an exceptionally low-density ($\rho = 0.08\pm0.02$ g cm$^{-3}$) transiting planet in a $P = 6.96$ day orbit around a late G dwarf star. Using transit observations from TESS, LCOGT, OPM, Whitin, Wendelstein, OAUV, Ca l'Ou, and KeplerCam along with radial velocity observations from HARPS-N and NEID, we find that the planet has a radius of $R_p$ = 11.9 $\pm$ 0.3 $R_\Earth$ and a mass of $M_p$ = 25.1 $\pm$ 3.8 $M_\Earth$. TOI-1420b is the largest-known planet with a mass less than $50M_\Earth$, indicating that it contains a sizeable envelope of hydrogen and helium. We determine TOI-1420b's envelope mass fraction to be $f_{env} = 82^{+7}_{-6}\%$, suggesting that runaway gas accretion occurred when its core was at most $4-5\times$ the mass of the Earth. TOI-1420b is similar to the planet WASP-107b in mass, radius, density, and orbital period, so a comparison of these two systems may help reveal the origins of close-in low-density planets. With an atmospheric scale height of 1950 km, a transmission spectroscopy metric of 580, and a predicted Rossiter-McLaughlin amplitude of about $17$ m s$^{-1}$, TOI-1420b is an excellent target for future atmospheric and dynamical characterization.",astro-ph,astro-ph.EP,1
Spectral performance of the Microchannel X-ray Telescope on board the SVOM mission,"The Microchannel X-ray Telescope (MXT) is an innovative compact X-ray instrument on board the SVOM astronomical mission dedicated to the study of transient phenomena such as gamma-ray bursts. During 3 weeks, we have tested the MXT flight model at the Panter X-ray test facility under the nominal temperature and vacuum conditions that MXT will undergo in-flight. We collected data at series of characteristic energies probing the entire MXT energy range, from 0.28 keV up to 9 keV, for multiple source positions with the center of the point spread function (PSF) inside and outside the detector field of view (FOV). We stacked the data of the positions with the PSF outside the FOV to obtain a uniformly illuminated matrix and reduced all data sets using a dedicated pipeline. We determined the best spectral performance of MXT using an optimized data processing, especially for the energy calibration and the charge sharing effect induced by the pixel low energy thresholding. Our results demonstrate that MXT is compliant with the instrument requirement regarding the energy resolution (<80 eV at 1.5 keV), the low and high energy threshold, and the accuracy of the energy calibration ($\pm$20 eV). We also determined the charge transfer inefficiency (~$10^{-5}$) of the detector and modeled its evolution with energy prior to the irradiation that MXT will undergo during its in-orbit lifetime. Finally, we measured the relation of the energy resolution as function of the photon energy. We determined an equivalent noise charge of 4.9 $\pm$ 0.2 e- rms for the MXT detection chain and a Fano factor of 0.131 $\pm$ 0.003 in silicon at 208 K, in agreement with previous works. This campaign confirmed the promising scientific performance that MXT will be able to deliver during the mission lifetime.",astro-ph,astro-ph.HE,A model for 3:2 HFQPO pairs in black hole binaries based on cosmic battery,"A model for 3:2 high-frequency quasi-periodic oscillations (HFQPOs) with 3:2 pairs observed in four black hole X-ray binaries (BHXBs) is proposed by invoking the epicyclic resonances with the magnetic connection (MC) between a spinning black hole (BH) with a relativistic accretion disc. It turns out that the MC can be worked out due to Poynting-Robertson cosmic battery (PRCB), and the 3:2 HFQPO pairs associated with the steep power-law states can be fitted in this model. Furthermore, the severe damping problem in the epicyclic resonance model can be overcome by transferring energy from the BH to the inner disc via the MC process for emitting X-rays with sufficient amplitude and coherence to produce the HFQPOs. In addition, we discuss the important role of the magnetic field in state transition of BHXBs.",astro-ph,astro-ph.HE,1
In-Situ Grown Erbium-Doped Dielectric Nanoparticles in Silica-Based Transparent Optical Fibers,An efficient method to fabricate transparent glass ceramic fibers containing in-situ grown Er3+-doped oxide nanoparticles is presented. Characterization of the drawn fibers exhibits low loss (0.4 dB/m) and broadened Er3+ emission spectrum. This attractive method offers new scopes for fiber amplifiers.,physics,physics.optics,Hybrid optical and electronic laser locking using spectral hole burning,"We report on a narrow linewidth laser diode system that is stabilized using both optical and electronic feedback to a spectral hole in cryogenic Tm:YAG. The laser system exhibits very low phase noise. The spectrum of the beat signal between two lasers, over millisecond timescales, is either Fourier limited or limited by the -111dBc/Hz noise floor. The resulting laser is well suited to quantum optics and sensing applications involving rare earth ion dopants.",physics,physics.optics,1
ARPES and optical renormalizations: phonons or spin fluctuations,"Improved resolution in both, energy and momentum in ARPES-data has lead to the establishment of a definite energy scale in the dressed quasiparticle dispersion relations. The observed structure around 80 meV has been taken as evidence for coupling to phonons and has re-focused the debate about the mechanism of superconductivity in the cuprates. Here we address the relative merits of phonon as opposed to spin fluctuation mechanisms. Both possibilities are consistent with ARPES. On the other hand, when considerations are extended to infrared optical data, a spin fluctuation mechanism provides a more natural interpretation of the combined sets of data in Bi_2Sr_2CaCu_2O_{8+\delta} (Bi2212).",cond-mat,cond-mat.supr-con,"Fermi-surface-free superconductivity in underdoped (Bi,Pb)$_{2}$(Sr,La)$_{2}$CuO$_{6+\delta}$ (Bi2201)","We show that hole-doped cuprates can harbor {\it Fermi-surface-free superconductivity} similar to the case of the pnictides. This occurs near the doping at which a new Fermi surface pocket appears in the antinodal region. The change in Fermi surface topology is accompanied by a characteristic rise in spectral weight. Our results support the presence of a trisected superconducting dome, and suggest that superconductivity is responsible for stabilizing the $(\pi,\pi)$ magnetic order.",cond-mat,cond-mat.supr-con,1
Nonequilibrium spectral moment sum rules of the Holstein-Hubbard model,"We derive a general procedure for evaluating the ${\rm n}$th derivative of a time-dependent operator in the Heisenberg representation and employ this approach to calculate the zeroth to third spectral moment sum rules of the retarded electronic Green's function and self-energy for a system described by the Holstein-Hubbard model allowing for arbitrary spatial and time variation of all parameters (including spatially homogeneous electric fields and parameter quenches). For a translationally invariant (but time-dependent) Hamiltonian, we also provide sum rules in momentum space. The sum rules can be applied to various different phenomena like time-resolved angle-resolved photoemission spectroscopy and benchmarking the accuracy of numerical many-body calculations. This work also corrects some errors found in earlier work on simpler models.",cond-mat,cond-mat.str-el,"Resistivity, Hall effect and Shubnikov-de Haas oscillations in CeNiSn","The resistivity and Hall effect in CeNiSn are measured at temperatures down to 35 mK and in magnetic fields up to 20 T with the current applied along the {\it b} axis. The resistivity at zero field exhibits quadratic temperature dependence below $\sim$0.16 K with a huge coefficient of the $T^2$ term (54 $\mu$$\Omega$cm/K$^2$). The resistivity as a function of field shows an anomalous maximum and dip, the positions of which vary with field directions. Shubnikov-de Haas (SdH) oscillations with a frequency {\it F} of $\sim$100 T are observed for a wide range of field directions in the {\it ac} and {\it bc} planes, and the quasiparticle mass is determined to be $\sim$10-20 {\it m}$_e$. The carrier density is estimated to be $\sim10^{-3}$ electron/Ce. In a narrow range of field directions in the {\it ac} plane, where the magnetoresistance-dip anomaly manifests itself clearer than in other field directions, a higher-frequency ($F=300\sim400\text{T}$) SdH oscillation is found at high fields above the anomaly. This observation is discussed in terms of possible field-induced changes in the electronic structure.",cond-mat,cond-mat.str-el,1
